NAMASTE_PRIMARY_CODE,NAMASTE_CODE,NAMASTE_TERM,NAMASTE_ENGLISH,TM2_CODE,TM2_TERM,TM2_URI,MAPPING_CLASS,MAPPING_STATUS,CONFIDENCE,SOURCE,VERSION,NAMASTE_TERM_DIACRITICAL,NAMASTE_TERM_DEVANAGARI,SHORT_DEFINITION,LONG_DEFINITION,ENGLISH_INDEX,PRIMARY_INDEX_RELATED,BIOMEDICAL_CODE,BIOMEDICAL_TERM,RELATIONSHIP
AAD-1.14,AAD-1.14,apAnAvRuta-prANavAtaH,disorders of prāṇāvāta occluded by apāṇavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,apānāvr̥ta-prāṇavātaḥ,अपानावृत-प्राणवातः,-,-,-,-,,,
AAD-1.15,AAD-1.15,prANAvRuta-apAnavAtaH,disorders of apāṇavāta occluded by prāṇavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,prāṇāvr̥ta-apānavātaḥ,प्राणावृत-अपानवातः,-,-,-,-,,,
AAD-1.16,AAD-1.16,samAnAvRutaprANavAtaH,disorders of prāṇavāta occluded by samānavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,samānāvr̥taprāṇavātaḥ,समानावृतप्राणवातः,-,-,-,-,,,
AAD-1.17,AAD-1.17,samAnAvRuta-udAnavAtaH,disorders of udānavāta occluded by samānavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,samānāvr̥ta-udānavātaḥ,समानावृत-उदानवातः,-,-,-,-,,,
AAD-1.18,AAD-1.18,udAnAvRutasamAnavAtaH,disorders of samānavāta occluded by udAna vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,udānāvr̥tasamānavātaḥ,उदानावृतसमानवातः,-,-,-,-,,,
AAD-1.19,AAD-1.19,vyAnAvRuta-udAnavAtaH,disorders of udānavāta occluded by vyānavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vyānāvr̥ta-udānavātaḥ,व्यानावृत-उदानवातः,-,-,-,-,,,
AAD-1.2,AAD-1.2,vyAnAvRutaprANavAtaH,disorders of prāṇavāta occluded by vyānāvāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vyānāvr̥taprāṇavātaḥ,व्यानावृतप्राणवातः,-,"the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts]",-,-,,,
AAD-1.20,AAD-1.20,vyAnAvRutasamAnavAtaH,disorders of samānavāta occluded by vyāna vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vyānāvr̥tasamānavātaḥ,व्यानावृतसमानवातः,-,-,-,-,,,
AAD-1.3,AAD-1.3,prANAvRutasamAnavAtaH,disorders of samānavāta occluded by prāṇāvāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,prāṇāvr̥tasamānavātaḥ,प्राणावृतसमानवातः,-,"the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia]",-,-,,,
AAD-1.4,AAD-1.4,samAnAvRuta-apAnavAtaH,disorders of apāṇavāta occluded by samānāvāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,samānāvr̥ta-apānavātaḥ,समानावृत-अपानवातः,-,"the disorder is characterized by grahaṇī [derangement of agni situated in grahaṇī], pārśvagadaḥ [pain/disease in flanks], hr̥dgadaḥ [diseases of heart], āmāśayaśūlam [colicky pain in epigastric region]",-,-,,,
AAD-1.5,AAD-1.5,prANAvRuta-udAnavAtaH,disorders of udānavāta occluded by prāṇāvāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,prāṇāvr̥ta-udānavātaḥ,प्राणावृत-उदानवातः,-,"the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth]",-,-,,,
AAD-1.6,AAD-1.6,udAnAvRutaprANavAtaH,disorders of prāṇavāta occluded by udānāvāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,udānāvr̥taprāṇavātaḥ,उदानावृतप्राणवातः,-,"the disorder is characterized by karmanāśaḥ [loss of activities], ōjōnāśaḥ [loss of vitality/bodily strength, energy, power], balanāśaḥ [loss of strength], varṇanāśaḥ [loss of lustre/complexion], mr̥tyuḥ [death]",-,-,,,
AAD-1.7,AAD-1.7,udAnAvRuta-apAnavAtaH,disorders of apāṇavāta occluded by udānā vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,udānāvr̥ta-apānavātaḥ,उदानावृत-अपानवातः,-,"the disorder is characterized by chardiḥ [vomiting], śvāsaḥ [breathlessness/difficult breathing]",-,-,,,
AAD-1.8,AAD-1.8,apAnAvRuta-udAnavAtaH,disorders of udānavāta occluded by apāṇavāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,apānāvr̥ta-udānavātaḥ,अपानावृत-उदानवातः,-,"the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea]",-,-,,,
AAD-1.9,AAD-1.9,vyAnAvRuta-apAnavAtaH,disorders of apāṇavāta occluded by vyAnA vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,vyānāvr̥ta-apānavātaḥ,व्यानावृत-अपानवातः,-,"the disorder is characterized by vamiḥ [vomiting], ādhmānam [abdominal distension], udāvartaḥ [upword movement of vayu due to retention of stool and urine], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], artiḥ [pain], parikartikā [sharp cutting pain in anus]",-,-,,,
AAD-2,AAD-2,doShAvRuta-vAtaH,occlusion of vāta by dōṣa,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,dōṣāvr̥ta-vātaḥ,दोषावृत-वातः,-,-,-,-,,,
AAD-2.1,AAD-2.1(SR20),pittAvRutavAtaH,Pattern of vāta occluded by pitta (TM2) ⇒,,Pattern of vāta occluded by pitta (TM2),http://id.who.int/icd/entity/1437171985,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7227279174231549,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pittāvṛtavātaḥ,पित्तावृतवातः,-,-,-,Index,,,
AAD-2.10,AAD-2.10(SR20),kaPAvRutavyAnavAtaH,Pattern of circulating vata occluded by kapha (TM2) ⇒,,Pattern of circulating vata occluded by kapha (TM2),http://id.who.int/icd/entity/1179956910,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7807821119351641,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaphāvṛtavyānavātaḥ,कफावृतव्यानवातः,-,-,-,Index,,,
AAD-2.11,AAD-2.11(SR20),pittAvRuta-apAnavAtaH,Pattern of descending vata occluded by pitta (TM2) ⇒,,Pattern of descending vata occluded by pitta (TM2),http://id.who.int/icd/entity/685772731,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7814713964559749,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pittāvṛta-apānavātaḥ,पित्तावृत-अपानवातः,-,-,-,Index,,,
AAD-2.12,AAD-2.12(SR20),kaPAvRuta-apAnavAtaH,Pattern of descending vata occluded by kapha (TM2) ⇒,,Pattern of descending vata occluded by kapha (TM2),http://id.who.int/icd/entity/684281173,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7822500817174827,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaphāvṛta-apānavātaḥ,कफावृत-अपानवातः,-,-,-,Index,,,
AAD-2.13,AAD-2.13,kaPapittAvRutavAtaH,disorders of vāta occluded by kapha and pitta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,kaphapittāvr̥tavātaḥ,कफपित्तावृतवातः,-,-,-,-,,,
AAD-2.2,AAD-2.2(SR20),kaPAvRutavAtaH,Pattern of vāta occluded by kapha (TM2) ⇒,,Pattern of vāta occluded by kapha (TM2),http://id.who.int/icd/entity/577611991,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7239803139813291,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaphāvṛtavātaḥ,कफावृतवातः,-,-,-,Index,,,
AAD-2.3,AAD-2.3(SR20),pittAvRutaprANavAtaH,Pattern of primary impulse of vata occluded by pitta (TM2) ⇒,,Pattern of primary impulse of vata occluded by pitta (TM2),http://id.who.int/icd/entity/1105104537,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8600336561634538,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pittāvṛtaprāṇavātaḥ,पित्तावृतप्राणवातः,-,-,-,Index,,,
AAD-2.4,AAD-2.4(SR20),kaPAvRutaprANavAtaH,Pattern of primary impulse of vata occluded by kapha (TM2) ⇒,,Pattern of primary impulse of vata occluded by kapha (TM2),http://id.who.int/icd/entity/583669927,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8603535083405547,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaphāvṛtaprāṇavātaḥ,कफावृतप्राणवातः,-,-,-,Index,,,
AAD-2.5,AAD-2.5(SR20),pittAvRuta-udAnavAtaH,Pattern of ascending vata occluded by pitta (TM2) ⇒,,Pattern of ascending vata occluded by pitta (TM2),http://id.who.int/icd/entity/604316460,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7817084369737184,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pittāvṛta-udānavātaḥ,पित्तावृत-उदानवातः,-,-,-,Index,,,
AAD-2.6,AAD-2.6(SR20),kaPAvRuta-udAnavAtaH,Pattern of ascending vata occluded by kapha (TM2) ⇒,,Pattern of ascending vata occluded by kapha (TM2),http://id.who.int/icd/entity/1755182532,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7824854368567405,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaphāvṛta-udānavātaḥ,कफावृत-उदानवातः,-,-,-,Index,,,
AAD-2.7,AAD-2.7(SR20),pittAvRuta-samAnavAtaH,Pattern of kindling vata occluded by pitta (TM2) ⇒,,Pattern of kindling vata occluded by pitta (TM2),http://id.who.int/icd/entity/40968827,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8075560906519988,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pittāvṛta-samānavātaḥ,पित्तावृत-समानवातः,-,-,-,Index,,,
AAD-2.8,AAD-2.8(SR20),kaPAvRutasamAnavAtaH,Pattern of kindling vata occluded by kapha (TM2) ⇒,,Pattern of kindling vata occluded by kapha (TM2),http://id.who.int/icd/entity/1019101917,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8081602318813806,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) kaphāvṛtasamānavātaḥ,कफावृतसमानवातः,-,-,-,Index,,,
AAD-2.9,AAD-2.9(SR20),pittAvRutavyAnavAtaH,Pattern of circulating vata occluded by pitta (TM2) ⇒,,Pattern of circulating vata occluded by pitta (TM2),http://id.who.int/icd/entity/150766871,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7799928731809735,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) pittāvṛtavyānavātaḥ,पित्तावृतव्यानवातः,-,-,-,Index,,,
AAD-3,AAD-3,dhAtvAvRutavAtaH,occlusion of vāta by dhātu,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,dhātvāvr̥tavātaḥ,धात्वावृतवातः,-,-,-,-,,,
AAD-3.1,AAD-3.1(SR20),raktAvRutavAtaH,Pattern of vāta occluded by blood (TM2) ⇒,,Pattern of vāta occluded by blood (TM2),http://id.who.int/icd/entity/453953631,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6981392284366464,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) raktāvṛtavātaḥ,रक्तावृतवातः,-,-,-,Index,,,
AAD-3.2,AAD-3.2(SR20),mAMsAvRutavAtaH,Pattern of vāta occluded by muscle tissue (TM2) ⇒,,Pattern of vāta occluded by muscle tissue (TM2),http://id.who.int/icd/entity/1642347568,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7159245540494082,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) māṃsāvṛtavātaḥ,मांसावृतवातः,-,-,-,Index,,,
AAD-3.3,AAD-3.3(SR20),medasAvRutavAtaH,Pattern of vāta occluded by fat (TM2) ⇒,,Pattern of vāta occluded by fat (TM2),http://id.who.int/icd/entity/991052531,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7382577082037195,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) medasāvṛtavātaḥ,मेदसावृतवातः,-,-,-,Index,,,
AAD-3.4,AAD-3.4(SR20),asthyAvRutavAtaH,Pattern of vāta occluded by bone tissue (TM2) ⇒,,Pattern of vāta occluded by bone tissue (TM2),http://id.who.int/icd/entity/1590292296,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.723039889126532,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) asthyāvṛtavātaḥ,अस्थ्यावृतवातः,-,-,-,Index,,,
AAD-3.5,AAD-3.5(SR20),majjAvRutavAtaH,Pattern of vāta occluded by bone marrow (TM2) ⇒,,Pattern of vāta occluded by bone marrow (TM2),http://id.who.int/icd/entity/1910644712,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7472418767333137,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) majjāvṛtavātaḥ,मज्जावृतवातः,-,-,-,Index,,,
AAD-3.6,AAD-3.6(SR20),SukrAvRutavAtaH,Pattern of vāta occluded by reproductive tisses (TM2) ⇒,,Pattern of vāta occluded by reproductive tisses (TM2),http://id.who.int/icd/entity/2070919308,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8056479519790161,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) śukrāvṛtavātaḥ,शुक्रावृतवातः,-,-,-,Index,,,
AAD-3.7,AAD-3.7(SR20),sarvadhAtvAvRutavAtaH,Pattern of vāta occluded by all primary structural components of the body (TM2) ⇒,,Pattern of vāta occluded by all primary structural components of the body (TM2),http://id.who.int/icd/entity/1962898168,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8213846018805293,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,sarvadhātvāvṛtavātaḥ,सर्वधात्वावृतवातः,-,-,-,Index,,,
AAD-4,AAD-4(SR20),malAvRutavAtaH,Pattern of occlusion of vāta by faeces (TM2) ⇒,,Pattern of occlusion of vāta by faeces (TM2),http://id.who.int/icd/entity/1261040316,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7112117363866463,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) malāvṛtavātaḥ,मलावृतवातः,-,-,-,Index,,,
AAD-4.1,AAD-4.1(SR20),mUtrAvRutavAtaH,Pattern of vāta occluded by urine (TM2) ⇒,,Pattern of vāta occluded by urine (TM2),http://id.who.int/icd/entity/3873895,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6928483412610986,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) mūtrāvṛtavātaḥ,मूत्रावृतवातः,-,-,-,Index,,,
AAD-4.2,AAD-4.2,varcasAvRutavAtaH,disorders of vāta occluded by faeces,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,varcasāvr̥tavātaḥ,वर्चसावृतवातः,-,"the disorder is characterized by ativibandhaḥ [severe constipation], svē sthānē parikr̥ntati [cutting type of pain in svasthana i.e. rectum/pakvāśaya], vrajatyāśu jarāṁ snēhaḥ [instantaneous digestion of the ingested fat], bhuktē cānahyatē naraḥ [abdominal distention on consumption of food], cirāt pīḍitamannēna duḥkhaṁ śuṣkaṁ śakr̥t sr̥jēt [due to pressure of the undigested food, the patient voids after along time. the voiding is painfull and the stool is dry], śrōṇivaṅkṣaṇapr̥ṣṭhēṣu ruk [pain in the hips, groin, and back], vilōmaḥ mārutaḥ [upward movement of vāyu (flatus or gas) in the abdomen], asvasthaṁ hr̥dayam [discomfort in the cardiac region/heart]",-,-,,,
AAD-5,AAD-5(SR20),annAvRutavAtaH,Pattern of vāta occluded by food (TM2) ⇒,,Pattern of vāta occluded by food (TM2),http://id.who.int/icd/entity/1104548238,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.686504558690066,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) annāvṛtavātaḥ,अन्नावृतवातः,-,-,-,Index,,,
AAE,AAE,sthAnaviSeSha-kupitavAtaH,location specific vitiated vāta,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,sthānaviśēṣa-kupitavātaḥ,स्थानविशेष-कुपितवातः,-,-,-,-,,,
AAE-1,AAE-1,koShThASritavAtakopaH,vitiated vāta in kōṣṭha,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,kōṣṭhāśritavātakōpaḥ,कोष्ठाश्रितवातकोपः,-,"the disorder is characterized by arśaḥ [hemorrhoids], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], pārśvaśūlam [pain in sides of chest/flanks], bradhnaḥ [inguinal swelling/herniation], mūtranigrahaḥ [retention of urine], varca-nigrahaḥ [retention of faeces], hr̥drōgaḥ [diseases of heart]",-,-,,,
AAE-2,AAE-2,sarvA~ggakupitavAtaH,vitiated vāta in entire body,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,sarvāṅgakupitavātaḥ,सर्वाङ्गकुपितवातः,-,"the disorder is characterized by gātrasphuraṇam [flickering/twitching in various parts of body], sandhisphuṭanam [bursting type of pain in joints], gātrabhañjanam [feeling as if limbs are being broken], vēdanā-parītaḥ [severe pain], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], sphuraṇam [pulsating sensation], stambhanam [stiffening of body], ākṣēpaṇam [convulsion], sandhi-ākuñcanam [contraction of joint], sandhi-kampanam [trembling of joint]",-,-,,,
AAE-3,AAE-3,gudasthitavAtaH,vitiated vāta in rectum,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,gudasthitavātaḥ,गुदस्थितवातः,-,"the disorder is characterized by viḍgrahaḥ [retention of feces], mūtragrahaḥ [obstruction/retention in the passage of urine], vātagrahaḥ [retention of flatus], śūlam [sharp pain in anus], ādhmānam [abdominal distension], aśmarī [urolithiasis], śarkarā [mutiple gravely particles in urine], jaṅghārōgaḥ(rujā) [pain in calf muscles], jaṅghāśōṣaḥ [wasting of calf region], ūrurōgaḥ(rujā) [pain in thighs], ūruśōṣaḥ [wasting of thighs], trik-rōgaḥ(rujā) [pain in sacral iliac region of back], trik-śōṣaḥ [wasting of sacroiliac region of back], pādarōgaḥ(rujā) [pain in legs/feet], pādaśōṣaḥ [wasting of legs], pr̥ṣṭharōgaḥ(rujā) [pain in back], pr̥ṣṭhaśōṣaḥ [wasting of back]",-,-,,,
AAE-4,AAE-4,AmASayagatavAtaH,vitiated vāta in stomach,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,āmāśayagatavātaḥ,आमाशयगतवातः,-,"the disorder is characterized by hr̥daya-ruk [pain in the pericordial region/angina pectoris], nābhi- ruk [pain in the umbilical region], pārśvaruk [pain in sides of chest/flanks], udararuk [pain in the abdomen], tr̥ṣṇā [thirst], udgāraḥ [eructation], visūcikā [loose motions and vomitings caused by ama], kāsaḥ [cough], kaṇṭha-śōṣaḥ [dryness in the throat], āsyaśōṣaḥ [dryness in mouth], śvāsaḥ [breathlessness/difficult breathing], vamathuḥ [vomiting], kaṇṭhōparōdhaḥ [choking sensation of throat/obstruction of throat], nābhērūrdhvavyādhayaḥ [diseases of above nabhi/umbilicus]",-,-,,,
AAE-5,AAE-5,pakvASayagatavAtaH,vitiated vāta in colon,,,,UNMAPPED,UNMAPPED,,NAMASTE_OFFICIAL,NAMASTE_PROTOTYPE_V1,pakvāśayagatavātaḥ,पक्वाशयगतवातः,-,"the disorder is characterized by antrakūjanam [barborygmus/gurgling sound of intestines], śūlaḥ [colicky pain in the abdomen], āṭōpaḥ [gurgling sound of the intestines/barborygmus], mūtrakr̥cchram [dysuria], kr̥cchrapurīṣatvam [diffuculty in passing stool], ānāhaḥ [barborygmus with distention], trikavēdanām [pain in the sacroiliac region], malarōdhaḥ [constipation], aśmarī [urolithiasis], vardhma [herniation], arśas [haemorrhoids], trikagraham [stiffness of sacroiliac region], pr̥ṣṭhagraham [stiffness of back], kaṭigraham [stiffness of low back]",-,-,,,
ABB-1,ABB-1(SK7Y),akShipAkaH (kEvalapitta),Bloodshot eye disorder (TM2) ⇒,,Bloodshot eye disorder (TM2),http://id.who.int/icd/entity/1398421588,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.6277154942325458,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) akṣipākaḥ,अक्षिपाकः (केवलपित्त),-,-,-,Index,,,
ABB-10,ABB-10(SP9Y),UShmAdhikyam (kEvalapitta),Excessive temperature disorder (TM2) ⇒,,Excessive temperature disorder (TM2),http://id.who.int/icd/entity/1257886519,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.4928011118463908,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ūṣmādhikyam,ऊष्माधिक्यम् (केवलपित्त),-,-,-,Index,,,
ABB-11,ABB-11(SP9Y),oShaH (kEvalapitta),Burning sensation with sweating and restlessness disorder (TM2) ⇒,,Burning sensation with sweating and restlessness disorder (TM2),http://id.who.int/icd/entity/428189747,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8827115528307986,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) oṣaḥ,ओषः (केवलपित्त),-,-,-,Index,,,
ABB-17,ABB-17(SP98),tamapraveSaH/tamaH-atidarSanam (kEvalapitta),Blackout disorder (TM2) ⇒,,Blackout disorder (TM2),http://id.who.int/icd/entity/952535147,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7528518518857243,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,"(a) tamapraveśaḥ, (a) tamaḥ-atidarśanam",तमप्रवेशः/तमः-अतिदर्शनम् (केवलपित्त),-,-,-,Index,,,
ABB-21,ABB-21(SP9Y),tvagdAhaH (kEvalapitta),Burning sensation in the skin disorder (TM2) ⇒,,Burning sensation in the skin disorder (TM2),http://id.who.int/icd/entity/1228065790,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7965074265329162,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) tvagdāhaḥ,त्वग्दाहः (केवलपित्त),-,-,-,Index,,,
ABB-22,ABB-22(SP9Y),davaH (kEvalapitta),Burning sensation of buccal cavity disorder (TM2) ⇒,,Burning sensation of buccal cavity disorder (TM2),http://id.who.int/icd/entity/1987318426,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8313910792843683,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) davaḥ,दवः (केवलपित्त),-,-,-,Index,,,
ABB-23,ABB-23(SP9Y),davathuH (kEvalapitta),Burning sensation of sense organs disorder (TM2) ⇒,,Burning sensation of sense organs disorder (TM2),http://id.who.int/icd/entity/387066129,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.8241970798681088,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) davathuḥ,दवथुः (केवलपित्त),-,-,-,Index,,,
ABB-24,ABB-24(SP9Y),dAhaH (kEvalapitta),Burning sensation disorder (TM2) ⇒,,Burning sensation disorder (TM2),http://id.who.int/icd/entity/1668242498,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7572700200778886,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) dāhaḥ,दाहः (केवलपित्त),-,-,-,Index,,,
ABB-25,ABB-25(SP9Y),dhUmakaH/dhUmodgAraH (kEvalapitta),Fuming sensation disorder (TM2) ⇒,,Fuming sensation disorder (TM2),http://id.who.int/icd/entity/789265516,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.5196433868968734,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,"(a) dhūmakaḥ, (a) dhūmodgāraḥ",धूमकः/धूमोद्गारः (केवलपित्त),-,-,-,Index,,,
ABB-28,ABB-28(SP9Y),ploShaH (kEvalapitta),Scorching pain disorder (TM2) ⇒,,Scorching pain disorder (TM2),http://id.who.int/icd/entity/1535343763,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7212088273744287,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) ploṣaḥ,प्लोषः (केवलपित्त),-,-,-,Index,,,
ABB-29,ABB-29(SP2Y),mAMsakledaH (kEvalapitta),Putrefaction disorder (TM2) ⇒,,Putrefaction disorder (TM2),http://id.who.int/icd/entity/1278546025,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.4495213493306184,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) māṃsakledaḥ,मांसक्लेदः (केवलपित्त),-,-,-,Index,,,
ABB-3,ABB-3(SP9Y),a~ggAvadaraNam (kEvalapitta),Cracking body pain disorder (TM2) ⇒,,Cracking body pain disorder (TM2),http://id.who.int/icd/entity/1739132240,FOUNDATION_CONCEPT_ONLY,FOUNDATION_ONLY,0.7374721179816683,NAMASTE_OFFICIAL + WHO_API,NAMASTE_PROTOTYPE_V1,(a) aṅgāvadaraṇam,अङ्गावदरणम् (केवलपित्त),-,-,-,Index,,,
